Group PAC ID,Measure Performance Rate,Year,State,Total Claim Count,Opioid Claim Count,Opioid Prescribing Rate
42105678,65.875,2015,PA,29587.0,782.0,2.6430526920607025
42128548,65.125,2015,TX,3331.0,114.0,3.4223956769738817
244136067,53.8,2015,MI,433.0,41.0,9.468822170900692
244136448,55.6,2015,LA,3295.0,203.0,6.160849772382398
244143246,66.5,2015,NC,1427.0,470.0,32.936229852838125
244143824,68.25,2015,SD,339.0,58.0,17.10914454277286
345349478,65.5,2015,FL,3957.0,113.0,2.8556987616881475
345406294,62.75,2015,CA,1077.0,38.0,3.5283194057567315
446159776,68.25,2015,RI,1206.0,0.0,0.0
446162697,66.5,2015,WA,766.0,50.0,6.527415143603133
446168215,65.25,2015,KS,527.0,26.0,4.933586337760911
446303168,70.375,2015,MS,13.0,0.0,0.0
547178311,39.0,2015,MI,193.0,39.0,20.207253886010363
547179731,67.75,2015,TN,13642.0,545.0,3.9950153936372965
648177733,68.375,2015,FL,2421.0,129.0,5.328376703841388
648180406,62.0,2015,MI,3018.0,254.0,8.416169648774023
648183608,66.25,2015,OR,3384.0,171.0,5.053191489361702
648465039,34.5,2015,NY,3284.0,462.0,14.068209500609013
749186153,62.375,2015,FL,288.0,12.0,4.166666666666667
840104360,66.375,2015,OH,1269.0,59.0,4.649330181245075
840107835,68.625,2015,KY,38196.0,1519.0,3.976856215310504
840109864,69.25,2015,NC,1136.0,209.0,18.39788732394366
840513552,65.5,2015,CO,1546.0,115.0,7.438551099611901
941333280,66.125,2015,TX,5059.0,171.0,3.380114647163471
941480131,65.625,2015,TN,36090.0,2308.0,6.3951233028539765
1052348612,73.25,2015,WI,119151.0,3812.0,3.199301726380811
1153216411,67.42857142857143,2015,MS,11159.0,728.0,6.523882068285689
1153231907,65.375,2015,NC,141.0,26.0,18.43971631205674
1153234893,70.125,2015,NC,15647.0,364.0,2.326324535054643
1153235296,64.85714285714286,2015,MT,1816.0,203.0,11.178414096916299
1254248917,60.28571428571429,2015,MO,11715.0,805.0,6.8715322236449
1355232422,65.25,2015,NY,16627.0,238.0,1.4314067480603838
1355512252,65.375,2015,NJ,180.0,58.0,32.22222222222222
1557260064,64.0,2015,TX,16932.0,1887.0,11.144578313253012
1658289624,64.5,2015,WI,431.0,53.0,12.296983758700696
1658427042,68.125,2015,MI,1235.0,66.0,5.34412955465587
1759293954,67.25,2015,MN,1413.0,224.0,15.852795470629866
1759294887,65.25,2015,WI,2085.0,607.0,29.112709832134293
1759416662,68.75,2015,IN,48952.0,3791.0,7.744320967478346
1850209420,65.125,2015,UT,10653.0,780.0,7.321881160236553
1850293036,68.125,2015,MS,69.0,17.0,24.63768115942029
1850510728,65.125,2015,MD,7801.0,495.0,6.345340340981926
1951213057,64.0,2015,MN,104506.0,4664.0,4.462901651579814
1951213107,65.75,2015,AL,2140.0,635.0,29.672897196261683
2062317233,65.625,2015,PA,18189.0,295.0,1.6218593655506075
2062318975,66.625,2015,PA,615803.0,27457.0,4.458731120179668
2163326240,67.0,2015,KY,273.0,99.0,36.26373626373626
2163334699,65.75,2015,IL,4599.0,147.0,3.1963470319634704
2163336967,64.0,2015,IN,151.0,12.0,7.947019867549669
2163417478,66.375,2015,TX,8674.0,188.0,2.1673968180770116
2163667288,67.25,2015,FL,27335.0,637.0,2.330345710627401
2264344480,66.0,2015,OH,9130.0,395.0,4.326396495071194
2365408465,64.5,2015,OK,504.0,19.0,3.7698412698412698
2466365820,66.25,2015,MA,148.0,40.0,27.027027027027028
2466524012,68.25,2015,MS,1307.0,310.0,23.718439173680185
2567356017,65.125,2015,MA,47670.0,1430.0,2.999790224459828
2567359839,66.0,2015,MA,3952.0,121.0,3.061740890688259
2668384371,67.375,2015,WI,139.0,26.0,18.705035971223023
2668406059,65.625,2015,OH,20722.0,779.0,3.7592896438567704
2769383785,67.125,2015,OH,21874.0,769.0,3.515589284081558
2769387778,65.625,2015,MI,224.0,13.0,5.803571428571429
2769395896,59.42857142857143,2015,PA,758.0,268.0,35.35620052770449
2769563253,65.125,2015,NH,1697.0,49.0,2.8874484384207424
2860396330,71.75,2015,TN,30670.0,855.0,2.787740462993153
2961310685,69.875,2015,NC,1283.0,447.0,34.84021823850351
2961314299,60.85714285714285,2015,PA,60.0,19.0,31.666666666666668
2961315734,66.25,2015,WV,2820.0,171.0,6.0638297872340425
2961547526,63.375,2015,AR,461.0,16.0,3.470715835140998
3072422716,64.125,2015,IL,2866.0,120.0,4.1870202372644805
3072425495,66.5,2015,WI,114369.0,6674.0,5.83549738128339
3072426741,59.83333333333334,2015,TX,785.0,158.0,20.127388535031848
3173424082,61.5,2015,MI,733.0,130.0,17.735334242837652
3173436276,60.625,2015,CA,1891.0,115.0,6.081438392384982
3274434717,64.125,2015,IL,28062.0,534.0,1.902929228137695
3274437736,65.875,2015,PA,2135.0,16.0,0.7494145199063232
3375449655,66.625,2015,NC,21257.0,1324.0,6.228536482100014
3375456619,60.714285714285715,2015,CA,385.0,74.0,19.22077922077922
3375456734,66.375,2015,TX,1390.0,63.0,4.532374100719425
3375701568,63.375,2015,NY,723.0,17.0,2.351313969571231
3476453267,66.625,2015,NE,375.0,17.0,4.533333333333333
3476454067,78.33333333333333,2015,HI,5090.0,572.0,11.237721021611002
3476465667,66.25,2015,CO,412.0,39.0,9.466019417475728
3476559782,64.25,2015,GA,44183.0,2293.0,5.1897788742276445
3577467224,67.875,2015,MA,1125.0,80.0,7.111111111111111
3577476761,67.375,2015,CA,533.0,214.0,40.150093808630395
3577515774,63.5,2015,IL,4434.0,36.0,0.8119079837618404
3678471976,64.5,2015,CA,1395.0,131.0,9.390681003584229
3678472016,61.25,2015,CT,206.0,35.0,16.990291262135923
3678677390,69.5,2015,IL,431.0,72.0,16.705336426914155
3678737012,65.75,2015,IN,7544.0,332.0,4.40084835630965
3678760063,71.125,2015,WI,708.0,154.0,21.75141242937853
3779751656,76.0,2015,CA,305.0,21.0,6.885245901639344
3870405194,64.875,2015,MS,20993.0,460.0,2.1912065926737485
3870405954,60.75,2015,MI,422.0,35.0,8.293838862559241
3870405988,65.625,2015,MA,297.0,85.0,28.61952861952862
3870491228,63.25,2015,IA,3531.0,170.0,4.814500141602945
3870491863,57.0,2015,MO,287.0,20.0,6.968641114982578
3971671330,64.0,2015,IN,660.0,177.0,26.818181818181817
4082528955,64.25,2015,AR,493.0,50.0,10.141987829614605
4082883673,61.125,2015,NY,8042.0,113.0,1.4051231037055458
4183537509,69.0,2015,NH,3977.0,169.0,4.2494342469197885
4284538778,68.375,2015,CA,1194.0,203.0,17.001675041876048
4284546151,64.85714285714286,2015,ND,305.0,19.0,6.229508196721311
4385538735,46.66666666666666,2015,MD,70.0,11.0,15.714285714285714
4385542117,67.375,2015,VA,1728.0,46.0,2.662037037037037
4385556703,65.85714285714286,2015,MN,207.0,70.0,33.81642512077295
4486561164,66.0,2015,NH,1264.0,175.0,13.844936708860759
4587573613,66.875,2015,MN,2918.0,637.0,21.830020562028785
4587575550,61.375,2015,NE,10911.0,314.0,2.877829713133535
4587576814,66.625,2015,IL,509.0,53.0,10.412573673870334
4688573686,68.75,2015,MO,5904.0,359.0,6.080623306233062
4688587967,66.5,2015,VA,188.0,18.0,9.574468085106384
4688588866,66.875,2015,PA,5015.0,183.0,3.6490528414755734
4789606088,65.875,2015,VA,44118.0,980.0,2.221315562808831
4789641598,54.33333333333334,2015,ID,1659.0,109.0,6.570223025919228
4880506062,65.75,2015,NE,3102.0,151.0,4.8678272082527405
4880508068,66.5,2015,SC,842.0,36.0,4.275534441805226
4880593722,66.125,2015,PA,214629.0,9476.0,4.415060406562021
4880760107,67.0,2015,OR,406.0,21.0,5.172413793103448
4880846179,66.25,2015,MD,6349.0,546.0,8.599779492833518
4981699220,63.8,2015,TX,469.0,38.0,8.102345415778252
4981795267,63.6,2015,NM,769.0,89.0,11.573472041612483
5092857821,64.5,2015,IL,6576.0,277.0,4.212287104622871
5193619971,68.0,2015,GA,3383.0,683.0,20.189181200118238
5193623643,67.75,2015,LA,20413.0,551.0,2.6992602753147503
5193874824,68.75,2015,SC,3611.0,113.0,3.1293270562171145
5294623245,64.125,2015,OR,7153.0,834.0,11.659443590102056
5395642276,63.75,2015,NJ,714.0,206.0,28.8515406162465
5395657001,63.875,2015,PA,101356.0,4018.0,3.9642448399700068
5395659312,64.25,2015,PA,4919.0,144.0,2.9274242732262654
5496659484,64.25,2015,PA,15687.0,259.0,1.6510486390004462
5496940546,66.625,2015,NC,25155.0,1453.0,5.776187636652753
5597725168,67.14285714285714,2015,MN,690.0,26.0,3.7681159420289854
5597755322,69.625,2015,MA,382.0,52.0,13.612565445026178
5597867184,65.625,2015,KY,33294.0,961.0,2.8864059590316575
5698689297,70.5,2015,FL,181.0,53.0,29.281767955801104
5698689909,62.75,2015,KY,869.0,99.0,11.39240506329114
5799787784,63.0,2015,MO,17188.0,1274.0,7.412148010239702
5890689293,64.0,2015,WA,411.0,32.0,7.785888077858881
5890689657,65.5,2015,CA,1412.0,269.0,19.05099150141643
6002713922,66.625,2015,OH,15174.0,711.0,4.68564650059312
6002728656,65.0,2015,PA,1092.0,81.0,7.417582417582418
6103061189,67.375,2015,NY,2564.0,68.0,2.65210608424337
6103093513,44.0,2015,MD,1194.0,313.0,26.214405360134002
6103724778,67.625,2015,FL,506.0,133.0,26.284584980237153
6103738703,61.5,2015,MI,19659.0,761.0,3.8710005595401595
6204730955,64.28571428571429,2015,PA,244.0,48.0,19.672131147540984
6204731144,65.0,2015,IL,290.0,25.0,8.620689655172415
6204733520,68.125,2015,WV,173.0,19.0,10.982658959537572
6204737117,67.5,2015,PA,1114.0,162.0,14.542190305206462
6204740731,63.5,2015,OH,1938.0,86.0,4.437564499484004
6305748153,68.0,2015,MO,7191.0,640.0,8.90001390627173
6305758426,67.0,2015,OH,12106.0,2176.0,17.974558070378325
6305758574,67.42857142857143,2015,SC,19.0,0.0,0.0
6305759754,64.375,2015,HI,293.0,49.0,16.72354948805461
6406752153,65.125,2015,WA,4304.0,401.0,9.316914498141264
6406757442,68.0,2015,WI,8609.0,406.0,4.715994889069578
6507778255,66.125,2015,MN,106.0,25.0,23.58490566037736
6507803806,66.25,2015,MA,451.0,0.0,0.0
6709780265,6.0,2015,AK,142.0,40.0,28.169014084507044
6709790157,56.16666666666666,2015,KY,4429.0,271.0,6.118762700383834
6709794258,67.625,2015,WI,1590.0,222.0,13.962264150943396
6709797491,65.5,2015,CA,6332.0,366.0,5.780164245104232
6709798333,65.25,2015,PA,488.0,25.0,5.122950819672131
6709864846,60.0,2015,NJ,77.0,16.0,20.77922077922078
6800707100,66.0,2015,MN,1271.0,57.0,4.484657749803304
6800707233,65.0,2015,CO,2770.0,315.0,11.371841155234657
6800708330,67.625,2015,SC,4146.0,222.0,5.354558610709117
6800790221,61.25,2015,FL,3172.0,149.0,4.69735182849937
6800793522,52.8,2015,WA,7783.0,527.0,6.771167930104073
6901791367,53.625,2015,AZ,136.0,24.0,17.647058823529413
6901898386,68.0,2015,GA,1637.0,143.0,8.735491753207086
7012811284,65.25,2015,KY,5169.0,143.0,2.7664925517508223
7012827983,66.625,2015,WI,307.0,0.0,0.0
7113830142,63.375,2015,MN,87072.0,4697.0,5.3943862550532895
7113834839,67.625,2015,MN,267.0,67.0,25.093632958801496
7214016559,68.125,2015,TX,22319.0,1735.0,7.773645772660066
7315166949,63.375,2015,PA,225.0,0.0,0.0
7315833555,61.375,2015,FL,334.0,17.0,5.089820359281437
7416100672,66.625,2015,FL,37454.0,4242.0,11.325893095530517
7618861105,60.375,2015,IL,3269.0,206.0,6.301621290914653
7618871799,65.25,2015,SC,13788.0,1228.0,8.906295329271831
7618880097,68.25,2015,WA,295.0,67.0,22.71186440677966
7618881905,68.625,2015,KS,5165.0,184.0,3.5624394966118103
7618889213,68.0,2015,PA,6695.0,30.0,0.4480955937266617
7719040385,57.0,2015,OH,284.0,17.0,5.985915492957746
7719876267,69.125,2015,MA,351.0,18.0,5.128205128205129
7719899871,57.16666666666666,2015,AZ,227.0,37.0,16.29955947136564
7719899897,64.375,2015,WA,36.0,0.0,0.0
7810800661,62.5,2015,CA,5323.0,411.0,7.721209844072892
7810809936,58.57142857142857,2015,NY,167.0,39.0,23.353293413173652
7911801410,68.375,2015,TX,388.0,156.0,40.20618556701031
7911807128,65.85714285714286,2015,FL,345.0,50.0,14.492753623188406
7911810742,65.75,2015,TN,324.0,28.0,8.641975308641975
7911814926,53.5,2015,MT,734.0,176.0,23.978201634877383
7911816020,61.85714285714285,2015,ND,345.0,59.0,17.10144927536232
8022243971,65.0,2015,TX,2696.0,2149.0,79.7106824925816
8022904473,61.5,2015,NY,3248.0,161.0,4.956896551724138
8022921964,65.5,2015,MO,326.0,47.0,14.417177914110429
8022922202,60.0,2015,PA,24571.0,1194.0,4.859387082332831
8022922475,63.0,2015,CA,2127.0,230.0,10.81335213916314
8123923604,67.5,2015,TX,677.0,125.0,18.46381093057607
8224031307,67.5,2015,SC,2757.0,143.0,5.186797243380486
8325206246,56.16666666666666,2015,OR,6201.0,125.0,2.0158039025963554
8325942253,66.57142857142857,2015,MO,405.0,113.0,27.901234567901234
8325952823,61.25,2015,MN,2484.0,0.0,0.0
8325952914,61.25,2015,FL,1215.0,21.0,1.728395061728395
8426039694,64.125,2015,CA,1640.0,279.0,17.01219512195122
8426112350,62.75,2015,GA,12535.0,799.0,6.374152373354607
8426136797,66.75,2015,PA,14021.0,510.0,3.6374010412952003
8426951328,64.125,2015,CA,525.0,78.0,14.857142857142858
8426960360,66.875,2015,TX,171.0,14.0,8.187134502923977
8527976513,61.5,2015,WA,1439.0,126.0,8.756080611535788
8628087681,53.0,2015,MI,8409.0,476.0,5.6606017362349865
8729245584,66.5,2015,MI,2480.0,420.0,16.93548387096774
8729990239,64.75,2015,PA,4312.0,176.0,4.081632653061225
8820900293,63.5,2015,OK,20542.0,579.0,2.81861551942362
8820900749,68.875,2015,WI,294477.0,11139.0,3.782638372436557
8820901408,66.375,2015,GA,773.0,119.0,15.394566623544632
8921273038,62.75,2015,CO,121893.0,5760.0,4.725455932662253
8921903923,65.75,2015,VA,2075.0,95.0,4.578313253012048
8921911587,66.25,2015,KS,202.0,18.0,8.910891089108912
8921912536,63.25,2015,WV,9870.0,472.0,4.7821681864235055
8921919580,71.75,2015,TX,3700.0,268.0,7.243243243243243
9032021563,64.42857142857143,2015,FL,1402.0,156.0,11.126961483594865
9032125810,60.875,2015,NM,234.0,68.0,29.05982905982906
9032335849,65.375,2015,MD,365.0,30.0,8.219178082191782
9133025869,64.25,2015,FL,21609.0,2487.0,11.509093433291683
9234033853,65.625,2015,CA,946.0,218.0,23.044397463002113
9234041708,53.75,2015,NM,1339.0,109.0,8.140403286034354
9335051093,64.25,2015,MI,2281.0,300.0,13.1521262604121
9436061736,63.875,2015,CT,1750.0,180.0,10.285714285714286
9436062296,64.25,2015,AL,91083.0,6246.0,6.857481637627219
9436122496,65.125,2015,OK,7408.0,598.0,8.072354211663066
9436139565,63.375,2015,FL,3494.0,263.0,7.527189467658844
9537066584,65.5,2015,OH,1526.0,83.0,5.439056356487549
9537073119,61.125,2015,MD,197.0,17.0,8.629441624365482
9537172358,62.42857142857143,2015,WA,488.0,69.0,14.139344262295081
9537309869,66.85714285714286,2015,WA,6628.0,571.0,8.614966807483404
9739087818,39.5,2015,AL,6101.0,424.0,6.94968038026553
9739097569,65.0,2015,DE,531.0,33.0,6.214689265536723
9739098575,63.25,2015,ND,23099.0,715.0,3.0953720940300444
9739098617,67.0,2015,WA,1954.0,87.0,4.452405322415558
9739191628,65.5,2015,KY,869.0,52.0,5.983889528193326
9830001189,71.25,2015,MN,5972.0,432.0,7.2337575351640995
9830002617,67.375,2015,WA,187.0,13.0,6.951871657754011
9830008770,67.0,2015,MO,202.0,62.0,30.693069306930692
9830009711,67.125,2015,NJ,555.0,53.0,9.54954954954955
9830093640,61.625,2015,GA,1090.0,103.0,9.44954128440367
9830094515,66.875,2015,CA,5999.0,526.0,8.768128021336889
9830196799,73.71428571428571,2015,MO,817.0,75.0,9.179926560587516
9931011434,68.42857142857143,2015,VA,10857.0,589.0,5.425071382518191
9931013513,66.0,2015,SC,163.0,25.0,15.337423312883436
9931359601,64.375,2015,MI,130.0,18.0,13.846153846153847
